timestamp,Adult Use of Marijuana Act,Alcohol abuse,Anorexia nervosa,Arnold Schwarzenegger,Arthritis,Board of supervisors,Bureau of Cannabis Control,California,California Department of Food and Agriculture,California Department of Public Health,California Proposition 19 (1972),California Proposition 19 (2010),California Proposition 215 (1996),California Proposition 36 (2000),California Senate Bill 420,California State Legislature,Cancer,Cannabis in California,Caregiver,Charles R. Breyer,Chronic pain,Compassionate Use Act of 1996,Conant v. McCaffrey,Dan Lungren,Decriminalization,Dennis Peron,Diego de Borica,District attorney,Drug Policy Alliance,Drug abuse,Drug possession,Ed Rosenthal,Emerald Triangle,Financial Crimes Enforcement Network,Financial compensation,Fort Ross,Glaucoma,Gonzales v. Raich,Governor of California,Gray Davis,HIV/AIDS,Hashish,Initiatives and referendums in the United States,Interstate commerce,John Chiang (California politician),Life imprisonment,Los Angeles,"Marijuana Control, Regulation, and Education Act",Medical cannabis,Medical necessity,Migraine,Mission San José (California),Multiple sclerosis,National Organization for the Reform of Marijuana Laws,Oakland Cannabis Buyers' Cooperative,"Oakland, California",Oaksterdam University,Paraquat,Pete Wilson,Plant cultivation,Prima facie,Proposition 215,Psychoactive drug,Recreational marijuana,Richard Lee (activist),Rohrabacher–Farr amendment,Rolling paper,Russian colonization of the Americas,"San Diego County, California",San Francisco,San Francisco Cannabis Buyers Club,"Santa Ana, California","Santa Cruz, California",Schedule I drugs,Sonoratown,Spasticity,Supreme Court of California,Terence Hallinan,Time (magazine),Tom Ammiano,United States,United States Department of Justice,United States v. Oakland Cannabis Buyers' Cooperative,Veto,West Hollywood,Wo/Men's Alliance for Medical Marijuana
2018-01-29,282.0,557.0,2844.0,16876.0,2359.0,58.0,4.0,12325.0,30.0,23.0,4.0,49.0,247.0,47.0,47.0,290.0,7221.0,550.0,578.0,20.0,496.0,5.0,9.0,121.0,140.0,17544.0,9.0,609.0,42.0,203.0,80.0,46.0,183.0,222.0,42.0,46.0,3689.0,580.0,826.0,580.0,7350.0,2141.0,348.0,47.0,338.0,1696.0,10213.0,8.0,1716.0,38.0,3972.0,255.0,7474.0,97.0,3.0,1873.0,49.0,464.0,358.0,19.0,800.0,2.0,1378.0,23.0,12.0,176.0,240.0,211.0,713.0,6075.0,52.0,539.0,733.0,,6.0,608.0,137.0,72.0,1699.0,48.0,44080.0,2426.0,13.0,528.0,63.0,5.0
2018-01-30,213.0,579.0,3862.0,13815.0,2174.0,61.0,4.0,12867.0,31.0,35.0,7.0,31.0,186.0,42.0,48.0,332.0,6318.0,472.0,468.0,30.0,767.0,4.0,6.0,86.0,169.0,8314.0,10.0,655.0,44.0,719.0,91.0,39.0,197.0,265.0,37.0,43.0,3411.0,456.0,751.0,535.0,6494.0,2153.0,266.0,48.0,304.0,1665.0,9762.0,4.0,1637.0,39.0,3856.0,312.0,7364.0,80.0,2.0,1872.0,67.0,535.0,374.0,23.0,1228.0,3.0,1485.0,17.0,9.0,188.0,237.0,238.0,629.0,6232.0,24.0,549.0,725.0,1.0,6.0,602.0,159.0,51.0,1636.0,34.0,42284.0,3129.0,17.0,864.0,58.0,11.0
2018-01-31,223.0,573.0,2944.0,15655.0,2077.0,50.0,4.0,12416.0,29.0,28.0,4.0,24.0,155.0,57.0,58.0,303.0,6490.0,555.0,385.0,36.0,433.0,4.0,12.0,82.0,146.0,1179.0,10.0,681.0,46.0,155.0,83.0,41.0,223.0,238.0,53.0,52.0,3036.0,418.0,771.0,488.0,6317.0,1898.0,360.0,50.0,297.0,1620.0,9504.0,11.0,1652.0,45.0,7595.0,321.0,6736.0,86.0,2.0,1813.0,74.0,572.0,331.0,15.0,836.0,4.0,1478.0,14.0,17.0,193.0,224.0,206.0,585.0,5887.0,26.0,598.0,779.0,,3.0,574.0,149.0,50.0,1650.0,37.0,44993.0,2552.0,26.0,667.0,84.0,4.0
2018-02-01,855.0,503.0,3137.0,14956.0,1984.0,48.0,6.0,12639.0,18.0,20.0,7.0,31.0,132.0,58.0,53.0,356.0,6569.0,776.0,346.0,33.0,430.0,1.0,10.0,75.0,144.0,425.0,5.0,710.0,47.0,180.0,63.0,31.0,198.0,279.0,50.0,39.0,3062.0,491.0,741.0,564.0,6077.0,2030.0,385.0,46.0,331.0,1597.0,9487.0,6.0,1590.0,41.0,4049.0,257.0,7018.0,83.0,1.0,1834.0,43.0,511.0,346.0,24.0,858.0,3.0,1452.0,13.0,13.0,168.0,215.0,200.0,583.0,6069.0,26.0,622.0,658.0,,1.0,555.0,168.0,85.0,1625.0,42.0,41759.0,3117.0,29.0,595.0,61.0,7.0
2018-02-02,450.0,400.0,2740.0,13194.0,1836.0,40.0,4.0,11653.0,22.0,22.0,7.0,29.0,126.0,49.0,69.0,291.0,6054.0,673.0,312.0,25.0,388.0,4.0,9.0,63.0,104.0,322.0,8.0,642.0,39.0,164.0,66.0,45.0,209.0,265.0,47.0,38.0,3075.0,347.0,601.0,478.0,5384.0,1855.0,305.0,52.0,333.0,1761.0,8800.0,8.0,1513.0,31.0,3230.0,219.0,6395.0,111.0,3.0,1851.0,45.0,417.0,334.0,21.0,773.0,4.0,1300.0,7.0,9.0,110.0,223.0,197.0,533.0,5632.0,35.0,530.0,617.0,,4.0,494.0,182.0,58.0,1555.0,32.0,38696.0,3970.0,28.0,509.0,67.0,1.0
2018-02-03,241.0,331.0,2601.0,14086.0,1781.0,33.0,3.0,10524.0,14.0,16.0,6.0,26.0,115.0,28.0,46.0,228.0,5305.0,598.0,316.0,14.0,447.0,5.0,2.0,50.0,93.0,271.0,7.0,623.0,35.0,125.0,60.0,48.0,305.0,191.0,37.0,50.0,2564.0,181.0,585.0,401.0,5127.0,2092.0,120.0,29.0,211.0,1529.0,8539.0,3.0,1232.0,18.0,3215.0,86.0,6083.0,57.0,0.0,1887.0,53.0,343.0,274.0,11.0,534.0,4.0,1222.0,5.0,5.0,66.0,230.0,140.0,499.0,7565.0,12.0,453.0,616.0,1.0,1.0,438.0,121.0,36.0,1382.0,20.0,35472.0,2984.0,41.0,320.0,89.0,2.0
2018-02-04,199.0,417.0,3568.0,15044.0,1797.0,33.0,,11192.0,17.0,14.0,11.0,30.0,119.0,26.0,43.0,251.0,6289.0,571.0,348.0,14.0,439.0,3.0,2.0,48.0,123.0,209.0,4.0,655.0,32.0,152.0,71.0,34.0,257.0,149.0,41.0,54.0,2470.0,249.0,614.0,456.0,5904.0,2315.0,182.0,34.0,295.0,1512.0,9440.0,4.0,1298.0,17.0,3307.0,113.0,6231.0,63.0,4.0,1942.0,46.0,349.0,303.0,20.0,603.0,2.0,1316.0,6.0,4.0,73.0,245.0,182.0,517.0,6419.0,15.0,524.0,661.0,1.0,3.0,447.0,102.0,34.0,1541.0,39.0,36734.0,2092.0,11.0,358.0,82.0,2.0
2018-02-05,193.0,616.0,3223.0,11987.0,2150.0,57.0,1.0,11633.0,22.0,22.0,3.0,22.0,127.0,41.0,37.0,352.0,6453.0,543.0,415.0,22.0,469.0,4.0,3.0,57.0,140.0,139.0,4.0,612.0,36.0,202.0,81.0,57.0,190.0,283.0,45.0,41.0,3013.0,409.0,613.0,437.0,5923.0,2022.0,325.0,43.0,204.0,1619.0,9542.0,9.0,1578.0,38.0,3702.0,255.0,6830.0,101.0,2.0,2118.0,49.0,445.0,296.0,24.0,764.0,1.0,1484.0,13.0,4.0,135.0,215.0,195.0,591.0,6389.0,15.0,616.0,645.0,1.0,1.0,560.0,154.0,41.0,1671.0,36.0,40971.0,1841.0,26.0,560.0,59.0,3.0
2018-02-06,234.0,591.0,3075.0,12109.0,2171.0,64.0,1.0,12163.0,27.0,27.0,7.0,31.0,133.0,45.0,60.0,264.0,6211.0,581.0,387.0,33.0,479.0,5.0,9.0,59.0,160.0,109.0,9.0,645.0,49.0,238.0,86.0,38.0,220.0,304.0,40.0,44.0,3252.0,405.0,780.0,538.0,6435.0,1972.0,355.0,38.0,244.0,1790.0,9395.0,6.0,1666.0,50.0,3820.0,327.0,7521.0,118.0,3.0,1972.0,56.0,459.0,321.0,15.0,806.0,5.0,1511.0,11.0,11.0,140.0,210.0,273.0,577.0,6233.0,15.0,515.0,703.0,,2.0,568.0,162.0,84.0,1729.0,364.0,43922.0,1830.0,29.0,561.0,97.0,5.0
2018-02-07,148.0,539.0,3004.0,13521.0,2221.0,56.0,,11872.0,18.0,29.0,3.0,28.0,116.0,54.0,46.0,308.0,5985.0,563.0,409.0,31.0,440.0,8.0,4.0,78.0,120.0,104.0,8.0,642.0,43.0,183.0,69.0,42.0,221.0,273.0,41.0,54.0,3179.0,373.0,614.0,486.0,6517.0,2022.0,315.0,45.0,183.0,1615.0,9308.0,11.0,1650.0,37.0,3578.0,240.0,7435.0,106.0,2.0,2065.0,57.0,498.0,391.0,15.0,840.0,3.0,1478.0,8.0,14.0,161.0,243.0,248.0,586.0,6357.0,22.0,625.0,651.0,1.0,3.0,513.0,179.0,43.0,1679.0,62.0,41384.0,1868.0,28.0,569.0,92.0,19.0
2018-02-08,141.0,566.0,2812.0,13835.0,2227.0,55.0,3.0,12165.0,31.0,34.0,2.0,41.0,146.0,47.0,47.0,304.0,5962.0,551.0,359.0,39.0,431.0,5.0,5.0,68.0,164.0,119.0,13.0,678.0,40.0,184.0,80.0,51.0,211.0,296.0,52.0,47.0,3267.0,346.0,776.0,507.0,6548.0,1909.0,386.0,59.0,338.0,1655.0,9418.0,5.0,1640.0,44.0,3783.0,267.0,7550.0,99.0,2.0,1925.0,44.0,439.0,383.0,17.0,864.0,1.0,1530.0,16.0,12.0,277.0,222.0,248.0,609.0,6711.0,21.0,574.0,704.0,1.0,0.0,547.0,217.0,49.0,1814.0,53.0,42353.0,1832.0,12.0,570.0,100.0,6.0
2018-02-09,141.0,495.0,2560.0,13702.0,1987.0,58.0,2.0,11679.0,17.0,32.0,3.0,35.0,126.0,42.0,57.0,295.0,5095.0,496.0,323.0,20.0,350.0,7.0,3.0,50.0,113.0,84.0,10.0,664.0,39.0,190.0,58.0,27.0,201.0,246.0,34.0,50.0,2829.0,235.0,593.0,471.0,5626.0,1894.0,258.0,46.0,233.0,1559.0,9266.0,4.0,1465.0,31.0,3354.0,247.0,7085.0,95.0,3.0,1802.0,47.0,433.0,408.0,19.0,718.0,3.0,1376.0,16.0,11.0,488.0,181.0,215.0,551.0,6453.0,18.0,538.0,737.0,,3.0,508.0,170.0,50.0,1744.0,46.0,44464.0,2253.0,18.0,489.0,70.0,5.0
2018-02-10,106.0,323.0,2278.0,14138.0,1809.0,33.0,1.0,11077.0,20.0,13.0,0.0,31.0,92.0,27.0,47.0,225.0,4947.0,417.0,234.0,30.0,317.0,2.0,6.0,59.0,88.0,85.0,6.0,558.0,32.0,177.0,59.0,42.0,201.0,205.0,31.0,45.0,2507.0,146.0,535.0,410.0,5339.0,2038.0,154.0,24.0,175.0,1462.0,10018.0,3.0,1284.0,23.0,3025.0,95.0,6208.0,74.0,1.0,1584.0,29.0,323.0,309.0,22.0,537.0,6.0,1158.0,12.0,6.0,2168.0,211.0,170.0,491.0,5581.0,7.0,531.0,692.0,,2.0,437.0,120.0,50.0,1512.0,32.0,45725.0,2251.0,25.0,355.0,85.0,5.0
2018-02-11,96.0,497.0,2730.0,15299.0,1836.0,42.0,3.0,11580.0,17.0,11.0,17.0,29.0,118.0,9.0,33.0,221.0,5029.0,465.0,298.0,21.0,381.0,5.0,6.0,44.0,95.0,76.0,4.0,538.0,52.0,177.0,65.0,44.0,232.0,149.0,39.0,42.0,2555.0,214.0,535.0,442.0,5878.0,1986.0,175.0,47.0,176.0,1609.0,10086.0,6.0,1462.0,21.0,3240.0,104.0,6480.0,93.0,6.0,2106.0,30.0,357.0,367.0,20.0,591.0,1.0,1324.0,16.0,5.0,133.0,185.0,190.0,604.0,6738.0,16.0,511.0,775.0,3.0,3.0,452.0,176.0,57.0,1840.0,29.0,39969.0,1390.0,28.0,349.0,92.0,2.0
2018-02-12,125.0,602.0,3252.0,15781.0,2164.0,37.0,3.0,12466.0,15.0,19.0,25.0,34.0,115.0,30.0,53.0,302.0,5496.0,733.0,373.0,23.0,444.0,5.0,13.0,53.0,154.0,78.0,4.0,582.0,51.0,171.0,70.0,42.0,194.0,207.0,37.0,46.0,2950.0,420.0,640.0,520.0,6180.0,2113.0,324.0,50.0,212.0,1548.0,10099.0,7.0,1545.0,61.0,3577.0,190.0,7249.0,103.0,3.0,2198.0,52.0,522.0,337.0,16.0,862.0,5.0,1545.0,8.0,8.0,158.0,223.0,242.0,592.0,6350.0,23.0,595.0,861.0,,3.0,543.0,159.0,111.0,1856.0,26.0,44181.0,1805.0,30.0,468.0,61.0,3.0
2018-02-13,148.0,523.0,3027.0,13078.0,2221.0,61.0,3.0,11632.0,17.0,27.0,3.0,31.0,146.0,38.0,69.0,284.0,5332.0,468.0,332.0,31.0,413.0,10.0,13.0,61.0,144.0,81.0,2.0,621.0,49.0,167.0,67.0,36.0,236.0,340.0,43.0,42.0,3105.0,393.0,622.0,539.0,5828.0,1915.0,340.0,65.0,235.0,1538.0,9394.0,3.0,1637.0,45.0,3745.0,256.0,7336.0,103.0,0.0,1975.0,58.0,448.0,324.0,22.0,868.0,6.0,1474.0,12.0,6.0,165.0,207.0,214.0,527.0,6619.0,17.0,606.0,735.0,,2.0,549.0,156.0,53.0,1745.0,33.0,44071.0,1820.0,21.0,562.0,69.0,1.0
2018-02-14,157.0,478.0,2540.0,12038.0,1975.0,67.0,1.0,11760.0,13.0,37.0,6.0,23.0,122.0,30.0,50.0,274.0,5482.0,448.0,313.0,12.0,424.0,7.0,6.0,34.0,151.0,52.0,4.0,828.0,48.0,160.0,68.0,44.0,206.0,242.0,32.0,39.0,2891.0,370.0,605.0,477.0,5600.0,2210.0,297.0,61.0,255.0,1626.0,9684.0,10.0,1521.0,44.0,3276.0,222.0,6705.0,94.0,1.0,2003.0,42.0,515.0,355.0,9.0,844.0,4.0,1398.0,9.0,11.0,144.0,208.0,217.0,560.0,5644.0,13.0,585.0,663.0,1.0,5.0,521.0,141.0,40.0,1550.0,31.0,44427.0,1544.0,23.0,642.0,55.0,5.0
2018-02-15,143.0,500.0,2651.0,12453.0,1980.0,56.0,3.0,11045.0,16.0,29.0,4.0,45.0,132.0,45.0,36.0,295.0,5448.0,480.0,338.0,21.0,438.0,3.0,8.0,53.0,132.0,45.0,4.0,579.0,49.0,145.0,70.0,33.0,221.0,267.0,40.0,42.0,2878.0,364.0,603.0,404.0,6318.0,1948.0,463.0,65.0,204.0,2020.0,9279.0,3.0,1589.0,43.0,3323.0,291.0,6730.0,89.0,3.0,2092.0,56.0,449.0,293.0,15.0,799.0,3.0,2484.0,7.0,10.0,166.0,215.0,197.0,613.0,5517.0,23.0,651.0,663.0,,10.0,528.0,163.0,62.0,1501.0,37.0,45821.0,1422.0,15.0,708.0,52.0,2.0
2018-02-16,136.0,420.0,2507.0,14357.0,1934.0,59.0,2.0,11800.0,18.0,15.0,5.0,36.0,128.0,23.0,36.0,251.0,4823.0,406.0,307.0,18.0,378.0,7.0,7.0,54.0,127.0,80.0,9.0,634.0,36.0,142.0,64.0,27.0,230.0,246.0,31.0,44.0,2789.0,279.0,591.0,435.0,5561.0,1812.0,520.0,56.0,200.0,1936.0,9190.0,4.0,1533.0,37.0,3238.0,220.0,7362.0,87.0,1.0,2377.0,61.0,500.0,293.0,11.0,670.0,3.0,3566.0,9.0,9.0,96.0,211.0,161.0,567.0,5797.0,13.0,759.0,621.0,1.0,11.0,519.0,114.0,30.0,1510.0,23.0,42406.0,2255.0,13.0,523.0,70.0,3.0
2018-02-17,109.0,325.0,2177.0,15032.0,1744.0,37.0,3.0,11036.0,17.0,17.0,8.0,25.0,101.0,15.0,50.0,178.0,4467.0,404.0,217.0,8.0,353.0,5.0,5.0,35.0,109.0,49.0,10.0,585.0,30.0,105.0,59.0,40.0,235.0,145.0,18.0,33.0,2541.0,149.0,620.0,467.0,5039.0,1995.0,228.0,35.0,183.0,2017.0,9629.0,6.0,1358.0,12.0,2948.0,111.0,6079.0,49.0,4.0,2383.0,43.0,345.0,315.0,10.0,564.0,4.0,2224.0,10.0,5.0,93.0,221.0,154.0,502.0,5553.0,13.0,886.0,646.0,,2.0,408.0,133.0,52.0,1433.0,21.0,37542.0,1643.0,20.0,439.0,60.0,1.0
2018-02-18,98.0,443.0,2508.0,15726.0,1896.0,33.0,3.0,12142.0,9.0,17.0,5.0,30.0,114.0,25.0,45.0,217.0,4708.0,431.0,240.0,13.0,383.0,1.0,4.0,46.0,186.0,43.0,6.0,609.0,47.0,126.0,67.0,36.0,229.0,181.0,29.0,61.0,2436.0,177.0,615.0,446.0,5462.0,1959.0,249.0,41.0,212.0,1786.0,10828.0,4.0,1636.0,12.0,3143.0,105.0,6724.0,88.0,1.0,2829.0,66.0,366.0,266.0,17.0,649.0,3.0,2019.0,16.0,6.0,74.0,194.0,158.0,544.0,6036.0,18.0,1051.0,699.0,,3.0,436.0,136.0,73.0,1604.0,35.0,43094.0,1497.0,7.0,447.0,88.0,2.0
2018-02-19,140.0,644.0,2801.0,27895.0,2278.0,42.0,2.0,11234.0,17.0,21.0,6.0,38.0,126.0,37.0,45.0,225.0,5536.0,442.0,361.0,26.0,426.0,6.0,8.0,52.0,109.0,58.0,7.0,603.0,51.0,150.0,74.0,51.0,230.0,262.0,44.0,59.0,3037.0,323.0,786.0,523.0,6259.0,2072.0,343.0,43.0,189.0,1740.0,10531.0,7.0,1916.0,26.0,3737.0,141.0,7156.0,115.0,4.0,2889.0,50.0,415.0,325.0,14.0,795.0,8.0,2073.0,15.0,9.0,117.0,221.0,173.0,574.0,6085.0,11.0,1195.0,678.0,,5.0,537.0,144.0,112.0,1675.0,35.0,44847.0,1527.0,17.0,461.0,82.0,3.0
2018-02-20,162.0,540.0,2897.0,23555.0,2258.0,74.0,1.0,11510.0,31.0,27.0,8.0,44.0,103.0,36.0,58.0,273.0,5661.0,438.0,365.0,27.0,498.0,1.0,10.0,52.0,152.0,56.0,7.0,627.0,45.0,161.0,66.0,41.0,248.0,329.0,41.0,42.0,3103.0,364.0,659.0,529.0,6470.0,2022.0,356.0,60.0,223.0,1801.0,9773.0,3.0,1707.0,46.0,3815.0,208.0,7342.0,130.0,6.0,2669.0,54.0,478.0,333.0,13.0,875.0,10.0,1861.0,7.0,10.0,1991.0,227.0,208.0,576.0,6075.0,8.0,1015.0,677.0,,26.0,558.0,154.0,37.0,1838.0,36.0,44621.0,1741.0,26.0,550.0,67.0,10.0
2018-02-21,145.0,552.0,2950.0,17021.0,2171.0,50.0,1.0,11944.0,15.0,35.0,2.0,37.0,132.0,50.0,55.0,346.0,5837.0,453.0,350.0,28.0,417.0,5.0,14.0,51.0,142.0,42.0,8.0,665.0,63.0,173.0,74.0,45.0,270.0,286.0,47.0,48.0,3088.0,392.0,683.0,467.0,6223.0,2151.0,430.0,52.0,239.0,1568.0,9884.0,7.0,1782.0,59.0,3802.0,275.0,7289.0,103.0,2.0,2615.0,46.0,451.0,365.0,27.0,848.0,7.0,1689.0,13.0,4.0,127.0,217.0,210.0,575.0,6150.0,21.0,970.0,697.0,1.0,0.0,529.0,171.0,53.0,1738.0,35.0,47973.0,1803.0,31.0,480.0,66.0,1.0
2018-02-22,162.0,529.0,2941.0,18366.0,2161.0,52.0,1.0,11710.0,24.0,29.0,7.0,41.0,136.0,48.0,56.0,325.0,5541.0,479.0,275.0,17.0,387.0,7.0,10.0,51.0,142.0,51.0,13.0,672.0,58.0,156.0,69.0,37.0,178.0,269.0,37.0,50.0,3033.0,348.0,669.0,405.0,6337.0,5006.0,486.0,66.0,232.0,1674.0,9638.0,5.0,1709.0,39.0,3505.0,260.0,7030.0,113.0,1.0,2249.0,76.0,454.0,328.0,11.0,844.0,6.0,1657.0,7.0,13.0,114.0,241.0,208.0,732.0,5816.0,4.0,959.0,677.0,,0.0,567.0,168.0,57.0,1698.0,24.0,46589.0,1746.0,15.0,556.0,59.0,1.0
2018-02-23,133.0,435.0,2644.0,15187.0,1972.0,51.0,5.0,11962.0,23.0,34.0,4.0,40.0,111.0,89.0,58.0,263.0,5089.0,416.0,317.0,22.0,406.0,7.0,2.0,58.0,117.0,42.0,12.0,713.0,46.0,155.0,62.0,43.0,166.0,260.0,63.0,38.0,3002.0,239.0,696.0,495.0,5629.0,2001.0,419.0,54.0,301.0,1580.0,9096.0,4.0,1585.0,30.0,3240.0,212.0,6713.0,100.0,2.0,2421.0,40.0,461.0,361.0,19.0,725.0,6.0,1570.0,15.0,5.0,119.0,215.0,200.0,652.0,5409.0,16.0,1011.0,625.0,,3.0,491.0,187.0,49.0,1581.0,24.0,47537.0,1525.0,10.0,495.0,66.0,7.0
2018-02-24,115.0,375.0,2247.0,15122.0,1894.0,36.0,2.0,10726.0,17.0,21.0,7.0,39.0,77.0,41.0,63.0,242.0,4373.0,420.0,273.0,14.0,307.0,3.0,4.0,63.0,131.0,71.0,6.0,548.0,39.0,112.0,61.0,27.0,149.0,145.0,25.0,39.0,3093.0,167.0,577.0,434.0,5122.0,1991.0,207.0,48.0,250.0,1554.0,8889.0,6.0,1243.0,19.0,3049.0,111.0,6023.0,105.0,2.0,2257.0,37.0,335.0,292.0,9.0,638.0,6.0,1294.0,9.0,3.0,82.0,213.0,150.0,537.0,4907.0,10.0,876.0,645.0,,1.0,444.0,172.0,54.0,1371.0,24.0,37217.0,1112.0,19.0,418.0,75.0,7.0
2018-02-25,109.0,432.0,2678.0,17281.0,2119.0,30.0,2.0,11837.0,14.0,15.0,16.0,48.0,107.0,27.0,48.0,282.0,5093.0,418.0,296.0,23.0,354.0,3.0,6.0,66.0,117.0,42.0,5.0,580.0,36.0,165.0,86.0,31.0,259.0,161.0,36.0,55.0,2518.0,167.0,763.0,562.0,6049.0,2009.0,214.0,48.0,903.0,1461.0,10369.0,9.0,1346.0,25.0,3081.0,127.0,6576.0,98.0,3.0,2861.0,45.0,349.0,690.0,22.0,661.0,2.0,1416.0,7.0,3.0,89.0,244.0,205.0,550.0,5907.0,16.0,778.0,683.0,,7.0,506.0,161.0,99.0,1692.0,25.0,40243.0,1216.0,17.0,428.0,89.0,1.0
2018-02-26,146.0,573.0,3042.0,14694.0,2426.0,56.0,2.0,13092.0,20.0,19.0,10.0,56.0,143.0,55.0,54.0,331.0,5892.0,493.0,360.0,35.0,458.0,5.0,9.0,107.0,143.0,63.0,8.0,709.0,53.0,173.0,75.0,36.0,223.0,256.0,36.0,36.0,2965.0,453.0,869.0,766.0,6494.0,1919.0,370.0,55.0,1246.0,1596.0,11072.0,8.0,1634.0,35.0,3878.0,311.0,7641.0,92.0,,3574.0,46.0,470.0,738.0,15.0,860.0,10.0,1758.0,8.0,14.0,116.0,242.0,224.0,674.0,7010.0,12.0,779.0,768.0,,1.0,524.0,203.0,110.0,1911.0,38.0,47207.0,1600.0,15.0,618.0,87.0,8.0
2018-02-27,159.0,619.0,2895.0,17599.0,2364.0,67.0,3.0,12695.0,20.0,21.0,5.0,38.0,135.0,37.0,46.0,329.0,5779.0,453.0,372.0,32.0,482.0,9.0,7.0,80.0,142.0,52.0,9.0,681.0,53.0,189.0,60.0,30.0,166.0,299.0,42.0,45.0,3228.0,508.0,752.0,622.0,6476.0,1965.0,402.0,62.0,424.0,1490.0,10418.0,6.0,1620.0,43.0,3671.0,312.0,8250.0,101.0,3.0,2771.0,40.0,520.0,459.0,16.0,833.0,5.0,1557.0,17.0,9.0,170.0,210.0,235.0,689.0,5893.0,8.0,795.0,808.0,1.0,2.0,554.0,180.0,45.0,1753.0,33.0,45658.0,1708.0,15.0,626.0,92.0,5.0
2018-02-28,127.0,569.0,2933.0,14899.0,2388.0,70.0,1.0,12544.0,17.0,29.0,4.0,43.0,134.0,53.0,48.0,354.0,5449.0,477.0,411.0,43.0,388.0,3.0,14.0,55.0,140.0,40.0,4.0,705.0,57.0,183.0,73.0,39.0,202.0,301.0,57.0,42.0,3189.0,397.0,678.0,489.0,6184.0,2188.0,362.0,67.0,296.0,1483.0,9636.0,8.0,1814.0,50.0,3420.0,333.0,7323.0,100.0,2.0,2812.0,59.0,523.0,360.0,15.0,843.0,8.0,1786.0,8.0,13.0,138.0,220.0,218.0,712.0,5684.0,16.0,743.0,731.0,1.0,2.0,589.0,194.0,39.0,1647.0,28.0,42239.0,1955.0,8.0,608.0,78.0,5.0
2018-03-01,129.0,532.0,2791.0,14419.0,2261.0,65.0,3.0,12428.0,23.0,18.0,5.0,36.0,131.0,47.0,51.0,285.0,5409.0,467.0,370.0,45.0,369.0,7.0,4.0,51.0,132.0,40.0,14.0,695.0,43.0,172.0,72.0,50.0,190.0,282.0,48.0,52.0,3003.0,343.0,783.0,548.0,5913.0,2246.0,367.0,57.0,281.0,1616.0,9373.0,7.0,1756.0,42.0,3549.0,315.0,7285.0,111.0,2.0,2792.0,58.0,456.0,379.0,24.0,823.0,3.0,1663.0,7.0,5.0,140.0,241.0,201.0,647.0,6504.0,12.0,758.0,551.0,1.0,8.0,578.0,191.0,38.0,1539.0,30.0,42145.0,2171.0,25.0,662.0,71.0,7.0
